"","Unique_ID","Name","Genre","Song_Name","Views","Comments","Likes","Popularity","Followers","Day_Stamp","Month_Stamp","Year_Stamp","Hour_Stamp","Min_Stamp","Sec_Stamp"
"67726",187476,"Detrace","dubstep","BLOODHOUND - Come Up (Detrace Remix)",29046,4.40671924726425,493,3795,20403,6,4,2016,15,15,50
"67730",212740,"Dirty Workz","danceedm","Digital Mindz - Resonant Part II (Official HQ Preview)",23175,3.04452243772342,6758,1075,29446,31,8,2015,11,38,44
"67731",907699,"Morgan Page","danceedm","Morgan Page - In The Air - Episode 159",36410,4.59511985013459,8453,2100,155645,9,7,2013,4,1,22
"67734",1499391,"Wakaan","dubstep","EAZYBAKED - Vessel [Good Music All Day Premiere]",73297,4.47733681447821,5160,5057,53398,11,12,2018,17,36,34
"67742",24354,"Undertale: Daitai Rireki (AZ!Underswap) OST","rock","Hostile Inbound!",10057,3.29583686600433,2511,4225,1234,16,1,2018,22,38,50
"67745",292768,"D Phoenix 3900","all-music","Lately (Prod. D Savage)",2302311,4.9416424226093,4772,1886,151128,21,3,2018,21,11,51
"67748",691715,"Mefjus","electronic","09 - MEFJUS & DOPE DOD - Godzilla FINAL",50154,3.09104245335832,8314,5697,70837,21,11,2014,16,4,36
"67750",221016,"Disciple ♛ ♜ ♞","dubstep","Dodge & Fuski - Your Love [Out Now]",67544,4.84418708645859,2819,5045,141507,4,10,2016,15,57,55
"67753",353347,"frshblood","danceedm","Algo & Curro - Fuse",73668,3.87120101090789,3470,4688,17163,23,1,2018,17,41,45
"67762",1272568,"Sjammienators","danceedm","Sjammienators - Uptempo Is The Tempo 6",48026,4.02535169073515,798,2994,17356,17,4,2016,13,56,12
"67775",572602,"LEEDJ - Fb: Bùi Kim Tân - DJ MR.LEE ✪","danceedm","KEY STUDIO Ft Hong Pakorn & Yu Xing and Boy Valentine ]- PaPa BumBum 2@18 Original",1989,4.65396035015752,1329,1026,20271,23,10,2018,8,36,45
"67779",907730,"Morgan Page","danceedm","Morgan Page & Nadia Ali - ""Carry Me"" (Dyro Remix) Teaser",71801,3.61091791264422,5887,5398,155645,14,2,2013,0,14,58
"67781",109790,"Break & Enter Society","electronic","Frepz - Down [Break & Enter Society x L V R E]",47324,5.68357976733868,708,4237,44222,12,12,2016,17,24,6
"67782",403463,"GR6 FLUXOS","rbsoul","MC Pedrinho e Dakillah - Bailando (GR6 Filmes) part. DJ Kalfani",27754,3.49650756146648,5996,3665,18055,31,10,2018,0,52,54
"67783",1499486,"Wakaan","dubstep","Freddy Todd, Of The Trees - Getting This",38728,3.25809653802148,1690,3064,53398,20,4,2018,15,0,13
"67786",948386,"N3bula","danceedm","Twisted Melodiez & N3bula Ft. Gladys - Shut This Down [Free Download]",23376,6.37672694789863,478,4619,4458,22,9,2018,1,49,25
"67791",145222,"Coone","danceedm","Coone - Warm Up Session Emporium 2013",52146,4.69134788222914,117,2117,118741,21,5,2013,15,14,9
"67794",137438,"CloZee","electronic","Drip",148243,3.46573590279973,2730,3655,109236,7,2,2017,20,54,9
"67801",1262406,"Shanghai Doom","electronic","Shanghai Doom X Zhomek - Crack Flow",70818,5.28320372873799,3027,47,10365,12,7,2016,15,59,30
"67808",1054860,"OfficialJeremih","rbsoul","Forever I'm Ready",712469,3.40119738166216,1131,5016,202721,7,3,2018,0,0,0
"67809",592939,"Lil Durk","all-music","Don't Talk To Me Feat. Gunna",852200,3.52636052461616,1279,3687,121611,9,11,2018,5,12,57
"67816",1364849,"Teminite","danceedm","Teminite - Flight",157410,5.22035582507832,3174,3797,115213,16,6,2015,18,19,19
"67820",1465274,"Unresolved","danceedm","Unresolved x Malice x Project Core - Demolition | Official Preview [OUT NOW]",64878,3.36729582998647,1453,2263,13000,26,9,2018,7,28,59
"67823",251559,"DJ BERTOLOSSI DO MARTINS","rbsoul","DEIXA SE LEVAR [ MC ROGÊ & DJ BERTOLOSSI DO MARTINS ]",21744,3.13549421592915,9094,5709,23773,18,1,2019,20,0,25
"67824",652470,"↪ DJ JUNINHO 22","all-music","MC J22 - CARIMBOS RAPAZIADA PARTE 1 (( CONTÉM PRESENTINHO BJS AMORES♥))",24079,4.53259949315326,4962,3071,32324,26,9,2018,18,46,44
"67827",1431861,"trndmsk","deephouse","Jimmy Marques - Barbarians",5351,3.46573590279973,2496,3665,76211,6,12,2018,11,8,7
"67830",1508148,"WB x MB","electronic","Architekt - Ready to Blow feat. MC Sharpness (WB x MB Remix)",21558,4.34380542185368,9162,2163,15839,19,12,2016,14,30,15
"67835",175568,"DHA AM (Deep House London)","electronic","Mickey - Deep House London Mix #062",65915,4.969813299576,1869,4221,143743,28,10,2015,9,9,37
"67837",1272528,"Sjammienators","danceedm","Sjammienators VS Vato - Uptempo Is The Tempo Episode 14",59358,3.8286413964891,1792,2957,17356,19,7,2018,18,58,0
"67851",473060,"Ivy Lab","electronic","Ivy Lab - ""Astral Pirate Theme"" [2020LDN010]",37155,3.97029191355212,327,1120,66412,22,3,2018,13,28,53
"67853",133656,"Chuoi Tây ✪","electronic","Nonstop - Vol.13 - EM VAN CHUA MUON HET - DJ Banana On The Mix",268450,4.9416424226093,8979,5088,61267,25,5,2018,4,55,47
"67865",518550,"Kayoh","electronic","Kayoh - Shh [NEST HQ Premiere]",274934,4.99043258677874,8643,2025,26630,14,4,2016,19,2,47
"67873",39090,"AMTRAC","electronic","DON'T KNOW",232173,4.76217393479776,3949,282,89886,14,3,2014,4,13,26
"67893",972744,"Ninety9Lives","danceedm","Loreno Mayer & David Bulla - Surrender (feat. Michael Zhonga)",29964,3.46573590279973,5784,4678,103301,11,8,2018,20,14,53
"67894",237091,"dj-Jo","danceedm","Rally Go Round feat. Yuzuki Yukari (dj-Jo Remix)",60524,3.13549421592915,7699,5012,66249,21,5,2015,19,2,20
"67897",1549083,"Young M.A","all-music","""Bleed""",233502,3.95124371858143,5648,3007,170696,30,11,2018,5,1,2
"67899",350982,"Fonk Recordings","danceedm","Dannic & Thomas Newson - No More [OUT NOW]",63198,4.04305126783455,1490,3080,16805,2,10,2018,11,42,27
"67901",1432135,"trndmsk","deephouse","trndmsk Future Stars #29: Troja - A Deep Dive Into The Unknown",13718,4.85203026391962,8411,2122,76211,2,3,2018,7,52,44
"67902",1061085,"OneyMusic","electronic","Space Adventurer",51771,4.0943445622221,4793,2186,48781,3,7,2013,1,30,47
"67905",103784,"bitbird","electronic","Duskus - Two",329824,5.03695260241363,7293,581,201165,6,4,2015,15,59,36
"67909",564039,"Lacuna","pop","Balantz - For You (feat. Vikki Gilmore)",28400,3.87120101090789,149,3006,19544,30,6,2017,19,10,7
"67912",1114541,"Quartzo Records","danceedm","Ceryno & Hun Aswalt - Hydra (OUT NOW!) [FREE] (ADE 2017)",30144,5.4380793089232,894,2993,142456,5,10,2017,14,34,40
"67916",123843,"Captain Hook","electronic","Captain Hook @ Earthcore radio show Kiss fm.",32946,3.91202300542815,653,2237,161447,13,12,2016,16,41,47
"67917",662186,"Masters of Hardcore","danceedm","Vince - Masters of Hardcore - Empire of Eternity Podcast #4",30655,3.85014760171006,7612,1138,81613,7,3,2014,16,32,26
"67919",241852,"DJ MAGO FLOW - La Familia DJs Radio","latin","El Alfa El Jefe Ft El Shick - Yo Quiero Date (Punala De Carne) (Intro Dirty)",3155,3.61091791264422,1056,4210,6084,31,10,2018,1,8,16
"67924",233014,"Disciple Round Table","electronic","INFEKT - Nagini",24190,4.20469261939097,295,2143,30037,27,7,2018,22,26,14
"67925",494810,"Jesse Bloch (Bootlegs & Mashups)","danceedm","Closer (Jesse Bloch Bootleg) [FREE DOWNLOAD]",157358,6.28785856016178,3080,4622,66271,31,10,2016,6,58,21
"67929",282871,"DJ WJ DA INESTAN | TROPA DO GORDÃO","rbsoul","MC'S GW, DENNY, CAROL BANDIDA - ELA QUER CAÔ [ DJ'S WJ DA INESTAN & TJ DO MDP ]",104485,3.17805383034795,2656,2143,5197,16,2,2018,21,19,38
"67930",250179,"DJ ANDERSON DO PARAÍSO","rbsoul","MC PR = = SOCADÃO NAS CLIENTES [[DJ ANDERSON DO PARAÍSO]] #TALIBAN - PROD",161745,3.85014760171006,4426,3673,51377,9,2,2018,17,22,12
"67932",682978,"Maxximize Records","danceedm","Blasterjaxx - More (ANG Remix) <XX FILES OUT NOW>",118320,3.93182563272433,2645,4194,49169,13,4,2017,13,59,48
"67948",283522,"Doctor_P","electronic","Watch Out",363059,5.59842195899838,1033,1398,167902,12,12,2013,15,30,14
"67950",445175,"Aminé","hiphoprap","DAPPERDAN (feat. G Herbo)",319800,3.49650756146648,6418,2146,198880,15,8,2018,0,0,0
"67956",281171,"DJ VITIN DO PC OFICIAL - Clique em Seguir","rbsoul","MC'S FAHAH E SACI = BONDE DO ESTELIONATÁRIO = DJ'S VITIN DO PC E TL MPC = 2018 = #A2MPRODUTORA",148420,3.13549421592915,4452,2262,39101,22,5,2018,15,24,20
"67961",81100,"Audien","electronic","Audien - Iris",724345,5.72031177660741,1124,2460,175629,13,7,2013,17,3,13
"67966",531252,"kLL sMTH","electronic","Mental Floss (Free 320)",3317,3.61091791264422,7732,3801,22195,14,2,2012,7,28,38
"67967",127999,"Chime","danceedm","Chime & Fluent - Cubes [FREE]",33430,3.97029191355212,237,2158,59639,17,1,2017,16,13,25
"67968",684137,"Mayan Warrior","electronic","Kawas - Mayan Warrior - Burning Man 2018",14456,4.06044301054642,6713,5410,36437,17,10,2018,11,39,35
"67971",1522336,"WEVLTH","danceedm","TIPSY",54416,4.4188406077966,666,3065,17464,23,2,2017,5,9,56
"67981",1321894,"Sweet Musique","deephouse","PREMIERE : Moon - In the Dark (Quatri Remix) [Dream Culture]",7220,3.49650756146648,3610,5049,87682,7,11,2018,10,0,28
"67982",116969,"BigHit OFFICIAL","electronic","RM - 지나가 (with NELL) (from MONO)",30859,3.2188758248682,711,1049,24978,22,10,2018,15,37,49
"67987",568897,"LeagueofLegends","electronic","Twisted Treeline",229951,4.02535169073515,6894,5049,134096,12,11,2012,21,58,14
"67992",14197,"DJ R7","rbsoul","MC Pedrinho - Solta O Grave (DJ R7) Lançamento 2015",749042,3.76120011569356,8294,3751,131670,4,9,2015,2,48,36
"67993",691778,"Mefjus","electronic","Mefjus - Far Too Close - Neodigital 003",72552,4.48863636973214,1688,2957,70837,23,2,2012,12,51,45
"68000",1548606,"YOOKiE","electronic","SAVAGE (ft. Crichy Crich & Short Circuit)",204950,4.51085950651685,7934,605,82016,28,2,2017,16,31,33
"68004",1196991,"Riddim Network","danceedm","Hizer - Glamour Rot (Riddim Network Exclusive) Free Download",11111,5.23110861685459,7697,2245,67797,18,5,2016,18,5,19
"68006",1229453,"Robot Heart","electronic","Greg from Thugfucker DJ Set Live at Robot Heart Villa - Mexico 2012",21331,4.48863636973214,6919,3754,154824,16,8,2012,16,47,35
"68012",321632,"EPHWURD","danceedm","Ephwurd - High On You (FREE DOWNLOAD)",460070,5.25227342804663,1248,2491,100197,20,10,2015,22,15,53
"68013",1382115,"Thịnh Suy","pop","chi la khong yeu nhau thoi sao dau den vay... ?",315714,3.61091791264422,3298,2204,7069,1,7,2018,15,46,46
"68018",452580,"Hybrid Trap 🔥","trap","Qore - Damavand",24727,4.98360662170834,9038,2138,106971,9,11,2017,14,21,2
"68031",469436,"msft.","danceedm","wool hoodie",21600,4.26267987704132,34,1100,4360,2,7,2017,18,40,26
"68033",350639,"FM-84","rock","01 - Everything **Album OUT NOW**",147483,4.14313472639153,768,1124,14716,25,4,2016,16,16,41
"68037",691783,"Mefjus","electronic","Fourward & Mefjus - Shitdrum [TRIM 026 OUT 07.10.2011]",13159,3.2188758248682,1335,1010,70837,20,9,2011,18,23,30
"68038",268337,"DJ PH DA SERRA","rbsoul","MC'S VITIN LC, TH, R MARLEY, LEOZIN E SACI - DJ'S PH DA SERRA. MENOR DA SERRA, FIUZA, LV, VITIN E JR",412075,4.55387689160054,1067,4642,85070,23,8,2018,19,29,20
"68042",268376,"DJ PH DA SERRA","rbsoul","MC DENNY , MC JF , MC RICK - A PIRANHA ENGRAVIDOU - DJ'S PH DA SERRA - TG DA INESTAN -",218336,4.15888308335967,6166,3065,85070,27,3,2018,3,7,48
"68045",560292,"L2Share♫49","all-music","TEN - 夢中夢 (몽중몽; Dream In A Dream)",405159,3.25809653802148,7450,4230,10560,7,4,2017,3,3,37
"68046",1322980,"Sweet Musique","deephouse","FREE DOWNLOAD : Shute - Dedication (Original Mix)",5256,5.32300997913841,3629,1103,87682,3,12,2016,14,11,47
"68052",701914,"Midland","electronic","Midland - Tape Burn [AUS1237]",35728,4.06044301054642,7660,5038,71832,28,3,2012,9,33,43
"68058",463782,"R3HAB - I NEED R3HAB","danceedm","R3HAB - I NEED R3HAB 157",84438,4.00733318523247,943,3023,195064,26,9,2015,12,19,19
"68061",384020,"Good Enuff","danceedm","Snavs & Fabian Mazur - Head Pop",267311,5.16478597392351,7789,517,58988,27,4,2016,18,57,57
"68065",142039,"Complexion","electronic","The Future Beats Show 089 + Drews That Dude",69121,4.90527477843843,1639,4219,47142,14,7,2015,0,3,45
"68069",1079580,"Plasmapool","danceedm","Probe - Baila",18086,3.17805383034795,2344,2228,13007,30,1,2012,11,31,58
"68071",539549,"Kompakt","electronic","TERRANOVA - Pogosession 94",10640,3.91202300542815,5924,5663,165268,22,3,2017,10,54,26
"68073",1322652,"Sweet Musique","deephouse","FREE DL : Sam Goku - Kami",25592,6.0913098820777,343,3745,87682,21,9,2017,9,59,58
"68074",1085349,"Playground Radio","electronic","Louis The Child - Playground Radio #005",67609,3.40119738166216,2637,4191,10144,29,5,2018,23,29,1
"68077",150742,"Đạt BoomBaa","danceedm","Lendo Calendo - Đạt BoomBaa Remix",5370,6.0913098820777,5978,3731,31680,30,11,2018,7,3,44
"68081",682904,"Maxximize Records","danceedm","Wasback & Maeva Carter - FATAL ft. Drew Ryn (Radio Edit) <OUT NOW>",42788,3.66356164612965,428,2266,49169,17,12,2018,10,33,21
"68083",294891,"EATBRAIN","drumbass","CHRIS.SU Ft. KRYPTOMEDIC - Underground Culture (Tales Of The Undead LP)",48798,4.0943445622221,676,2240,52808,5,5,2014,15,35,44
"68084",1229336,"Robot Heart","electronic","Mia Lucci - Robot Heart - Burning Man 2016",46702,4.40671924726425,976,3699,154824,10,11,2016,17,40,20
"68085",1076664,"PERTURBATOR","electronic","Perturbator - Femme Fatale (Feat. Highway Superstar)",114572,3.29583686600433,88,1032,45260,5,5,2016,9,3,43
"68089",907647,"Morgan Page","danceedm","Morgan Page - In The Air - Episode 197",80780,4.33073334028633,537,3729,155645,31,3,2014,22,25,11
"68090",117375,"BVRNOUT","danceedm","Sean Paul ft. Dua Lipa - No Lie (BVRNOUT Remix)",8521041,5.61312810638807,1167,4894,20439,30,11,2016,23,10,6
"68095",1432495,"trndmsk","deephouse","Atticus Ross - Panoramic (T.M.A Remix)",23787,3.40119738166216,5850,1020,76211,12,10,2015,17,25,58
"68098",469241,"GLADEZ","electronic","Gladez - Earthbound",15296,4.35670882668959,1421,3656,11454,15,2,2019,19,1,40
"68108",1114465,"Quartzo Records","danceedm","Rickber Serrano - Big Crowd (Frequencies EP 2018, Vol. 5)",23275,4.77912349311153,848,3096,142456,4,6,2018,14,0,12
"68111",241940,"DJ MAGO FLOW - La Familia DJs Radio","latin","Rvssian - Farruko -J Balvin - Ponle - Extended",4673,4.97673374242057,2372,1126,6084,14,9,2018,0,47,54
"68113",509841,"JVNA","electronic","Final Fantasy - Aerith's Theme (JVNA Remix)",23220,5.5834963087817,5881,3023,15046,9,12,2017,17,11,47
"68114",257275,"DJ GUI MARQUES","rbsoul","MC GW & MC PL - TACA A THECA THECA TACA {GUI M@RQUES & V!TIN MPC}",348774,3.71357206670431,7887,3759,47883,10,7,2017,21,5,44
"68122",436003,"HEKLER","electronic","HEKLER & WHIPPED CREAM - ICARUS",43147,4.89034912822175,1972,4727,23259,13,2,2017,18,0,2
"68124",630216,"Machinedrum","electronic","14 machinedrum ft. addiquit - bermuda love triangle (machinedrum ghetto rush remix)",77367,4.57471097850338,9066,1099,176366,18,2,2013,16,56,6
"68130",109548,"boy pablo","rock","Feeling Lonely",345705,4.44265125649032,6512,2183,36476,4,10,2018,22,12,52
"68131",1208226,"Rising Dust","electronic","Rising Dust - Gamers Unite - (full version)",482967,3.58351893845611,1065,3659,39899,7,9,2016,13,56,47
"68134",1432088,"trndmsk","deephouse","Mjonik - Universum",7881,4.31748811353631,3666,5012,76211,24,4,2018,17,0,13
"68139",232986,"Disciple Round Table","electronic","Modestep - WIP",92105,4.90527477843843,6941,354,30037,14,12,2018,19,3,31
"68141",1518572,"graves","electronic","What So Not & San Holo - If You Only Knew (feat. Daniel Johns) graves Remix",91048,3.80666248977032,3475,4305,143150,16,11,2018,17,55,5
"68142",127973,"Chime","danceedm","Chime - Your Eyes",37887,4.47733681447821,1642,3120,59639,30,11,2018,15,39,48
"68148",175130,"DHA AM (Deep House London)","electronic","Nicuri - DHL Mix #188",4971,3.13549421592915,1327,3016,143743,11,1,2018,11,55,53
"68156",459215,"Thoreau","rbsoul","The Killers - Mr. Brightside (SummitScape Remix)",535486,4.43081679884331,7787,110,8907,19,10,2015,13,39,46
"68163",1548623,"YOOKiE","electronic","Brillz (Ft. ETC! ETC!) - Old School (Prince Fox x YOOK!E Remix)",26712,3.66356164612965,6711,1051,82016,16,1,2014,19,40,26
"68166",564018,"Lacuna","pop","Hilfilter & Axand - Comeback",76638,4.63472898822964,1412,4320,19544,20,1,2018,17,39,53
"68179",27174,"Adham Seliman","all-music","Adham Seliman - ShooQ / أدهم سليمان - شوق",306779,3.13549421592915,1155,3069,131535,28,8,2017,23,52,40
"68184",108026,"blake skowron","electronic","Something",26208,4.21950770517611,29,1049,14538,4,7,2018,3,22,7
"68185",253491,"DJ Blyatman","danceedm","DJ Blyatman - Energy",20222,3.63758615972639,4914,2944,15821,29,11,2018,14,42,27
"68186",1322925,"Sweet Musique","deephouse","FREE DOWNLOAD: Fec - Sacred Lie",5710,4.77068462446567,2624,1024,87682,27,1,2017,9,15,25
"68195",946865,"My Nu Leng","electronic","Clockworks (Troy Gunner Remix) [Free Download]",54374,3.78418963391826,419,2243,90538,24,12,2013,16,28,18
"68197",260324,"Dj Kantik","danceedm","Dj Kantik - Kul (Original Mix)",659430,4.23410650459726,2337,5085,43844,6,10,2017,10,9,1
"68203",134345,"Cigarettes After Sex","indie","Keep On Loving You",2004623,5.00394630594546,3845,3852,95733,2,11,2015,5,38,57
"68208",1113390,"Quando Rondo","all-music","Project Kid",1720966,3.68887945411394,2579,4311,93911,17,4,2018,19,1,10
"68214",233092,"Disciple Round Table","electronic","12th Planet, Barely Alive & PhaseOne - Send It",653242,5.74939298590825,2580,3564,30037,6,9,2017,18,24,11
"68226",463732,"R3HAB - I NEED R3HAB","danceedm","R3HAB - I NEED R3HAB 208",74132,4.66343909411207,790,3688,195064,17,9,2016,0,20,45
"68228",1557616,"Nick Nitro","electronic","DustTale [Undertale AU] - Megalovania NITRO Remix",88439,3.78418963391826,892,4269,5106,20,6,2018,0,11,4
"68229",1492684,"Voliik","electronic","Rezz - Voice In The Wall [Voliik Flip]",45371,3.8286413964891,1657,4194,2802,28,7,2018,16,24,42
"68231",907794,"Morgan Page","danceedm","Morgan Page - In The Air - Episode 116",12321,3.63758615972639,2407,3123,155645,10,9,2012,18,33,58
"68239",92375,"Barong Family","danceedm","Yellow Claw & Juyen Sebulba - DO YOU LIKE BASS? (Angger Dimas Remix) [OUT NOW]",41183,3.49650756146648,442,2100,157004,2,10,2017,10,55,6
"68240",42095,"Anjunadeep","deephouse","The Anjunadeep Edition 182 with Jody Wisternoff",67692,5.18178355029209,2039,3799,196619,4,1,2018,18,0,6
"68241",377074,"GHASTLY","electronic","Ghastly & G-REX - Heretic",163120,5.26269018890489,1071,1317,179817,4,1,2019,5,59,27
"68246",235274,"DJ ARTHUZIIN","rbsoul","MC'S CJ, SACI & OGAIT - PERRIAÇAO - DJ ARTHUZIIN",76549,3.36729582998647,1904,2176,7516,29,10,2018,14,14,23
"68248",1466258,"Uprise Music","electronic","Dirtystack & DXXXY - Just Us (feat. Clinton Sly)",225116,4.93447393313069,6172,948,53681,8,10,2015,17,29,41
"68256",118285,"DJ CABELÃO DO TURANO (BAILE DA AUSTRÁLIA) ®","rbsoul","HJ EU VOU BROTAR NA MATINHA [ CABELÃO DO TURANO & BR DA TIJUCA ] 2K18",36661,3.2188758248682,218,1071,35611,17,8,2018,4,53,0
"68257",463852,"R3HAB - I NEED R3HAB","danceedm","R3HAB - I NEED R3HAB 086",192884,5.27299955856375,3063,263,195064,19,5,2014,11,8,48
"68260",554823,"KRANE","all-music","Louis The Child - Better Not feat. Wafia (KRANE Remix)",456682,4.62497281328427,1217,1710,154642,8,6,2018,16,2,22
"68271",314585,"Ensis Records","danceedm","MADSHOW - Namaste (Original Mix)[FREE DOWNLOAD]",11098,3.78418963391826,5851,2145,28981,3,2,2017,11,21,34
"68273",381956,"G JONES","electronic","ZIG ZAG",89588,4.40671924726425,2234,4248,121113,23,8,2013,16,51,49
"68278",106127,"Black Tiger Sex Machine","danceedm","Black Tiger Sex Machine & Dabin - Dark Speakers | FREE DOWNLOAD",23057,4.39444915467244,4822,4707,116794,31,3,2012,22,10,1
"68285",469793,"PLAYBOX","danceedm","David Puentez feat. MTS - Blow | OUT NOW",40020,3.13549421592915,108,1209,16200,9,6,2016,13,11,17
"68296",234811,"DISTO","danceedm","Speech (Original Mix)",56895,5.99893656194668,989,4322,40794,16,5,2016,1,49,29
"68297",220897,"Disciple ♛ ♜ ♞","dubstep","Dodge & Fuski & PhaseOne - Mistakes Ft. The Arcturians",209056,5.19849703126583,1037,917,141507,19,3,2018,17,56,36
"68299",106049,"Black Tiger Sex Machine","danceedm","BTSM - EDC Las Vegas 2017 (Full Live Set)",153014,4.68213122712422,6960,129,116794,1,7,2017,18,44,25
